Wadat   ;Emp;Nbr     ;Empt2   ;Mat               ;Wrk ;Empt3           ;Qty        ;Empt4;Kunnr          ;mvtext                                  ;Vbeln     ;Vbeln1    ;Pcki;Nbrtu     ;Empt5                          ;mvtext1                                 ;Posnr ;Empt6                                                  ;Koli;
00000000;   ;        ;        ;9254311           ;2360;                ;00000000120;     ;0000214209     ;                                        ;2105386579;          ;    ;          ;                               ;                                        ;000020;                                                       ;  0 ;
00000000;   ;        ;        ;1211101           ;2360;                ;00000000036;     ;0000214209     ;                                        ;2105386580;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1621001           ;2360;                ;00000000010;     ;0000214209     ;                                        ;2105386580;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1211407           ;2360;                ;00000000010;     ;0000214209     ;                                        ;2105386581;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1212193           ;2360;                ;00000000010;     ;0000214209     ;                                        ;2105386581;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1212301           ;2360;                ;00000000010;     ;0000214209     ;                                        ;2105386581;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;1121103           ;2360;                ;00000000048;     ;0000214209     ;                                        ;2105386582;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1122106           ;2360;                ;00000000008;     ;0000214209     ;                                        ;2105386582;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1254121           ;2360;                ;00000000001;     ;0000215245     ;                                        ;2105386583;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;9461906           ;2360;                ;00000000014;     ;0000215245     ;                                        ;2105386584;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;1124105           ;2360;                ;00000000008;     ;0000215259     ;                                        ;2105386585;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1182101           ;2360;                ;00000000012;     ;0000215259     ;                                        ;2105386585;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1182201           ;2360;                ;00000000024;     ;0000215259     ;                                        ;2105386585;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;2241108           ;2360;                ;00000000012;     ;0000215259     ;                                        ;2105386585;          ;    ;          ;                               ;                                        ;000004;                                                       ;  0 ;
00000000;   ;        ;        ;1461213           ;2360;                ;00000000030;     ;0000215259     ;                                        ;2105386586;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1182101           ;2360;                ;00000000012;     ;0000215282     ;                                        ;2105386587;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1212123           ;2360;                ;00000000010;     ;0000215282     ;                                        ;2105386587;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1462111           ;2360;                ;00000000024;     ;0000215282     ;                                        ;2105386588;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;2071102           ;2360;                ;00000000012;     ;0000215282     ;                                        ;2105386588;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;9254302           ;2360;                ;00000000012;     ;0000215476     ;                                        ;2105386589;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1462116           ;2360;                ;00000000024;     ;0000215476     ;                                        ;2105386590;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1251102           ;2360;                ;00000000004;     ;0000102111     ;                                        ;2105386591;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1251104           ;2360;                ;00000000004;     ;0000102111     ;                                        ;2105386591;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1251105           ;2360;                ;00000000004;     ;0000102111     ;                                        ;2105386591;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
