Wadat   ;Emp;Nbr     ;Empt2   ;Mat               ;Wrk ;Empt3           ;Qty        ;Empt4;Kunnr          ;mvtext                                  ;Vbeln     ;Vbeln1    ;Pcki;Nbrtu     ;Empt5                          ;mvtext1                                 ;Posnr ;Empt6                                                  ;Koli;
00000000;   ;        ;        ;1621001           ;2360;                ;00000000002;     ;0000215189     ;                                        ;2105386715;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;2241108           ;2360;                ;00000000012;     ;0000215189     ;                                        ;2105386715;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;9254301           ;2360;                ;00000000012;     ;0000215237     ;                                        ;2105386716;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;9254303           ;2360;                ;00000000012;     ;0000215237     ;                                        ;2105386716;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;1462111           ;2360;                ;00000000048;     ;0000215237     ;                                        ;2105386717;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1212123           ;2360;                ;00000000010;     ;0000215362     ;                                        ;2105386718;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1621001           ;2360;                ;00000000010;     ;0000215362     ;                                        ;2105386718;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;2241108           ;2360;                ;00000000012;     ;0000215362     ;                                        ;2105386718;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;9254302           ;2360;                ;00000000012;     ;0000215362     ;                                        ;2105386718;          ;    ;          ;                               ;                                        ;000004;                                                       ;  0 ;
00000000;   ;        ;        ;1461603           ;2360;                ;00000000024;     ;0000215362     ;                                        ;2105386719;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;2071106           ;2360;                ;00000000006;     ;0000215362     ;                                        ;2105386719;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1121202           ;2360;                ;00000000024;     ;0000215720     ;                                        ;2105386720;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1124105           ;2360;                ;00000000008;     ;0000215720     ;                                        ;2105386720;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;2242107           ;2360;                ;00000000024;     ;0000215720     ;                                        ;2105386720;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;9254304           ;2360;                ;00000000012;     ;0000215720     ;                                        ;2105386720;          ;    ;          ;                               ;                                        ;000004;                                                       ;  0 ;
00000000;   ;        ;        ;1212193           ;2360;                ;00000000020;     ;0000215720     ;                                        ;2105386721;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1212301           ;2360;                ;00000000020;     ;0000215720     ;                                        ;2105386721;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1462111           ;2360;                ;00000000048;     ;0000215720     ;                                        ;2105386721;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;1462114           ;2360;                ;00000000024;     ;0000215720     ;                                        ;2105386721;          ;    ;          ;                               ;                                        ;000004;                                                       ;  0 ;
00000000;   ;        ;        ;1462116           ;2360;                ;00000000024;     ;0000215720     ;                                        ;2105386721;          ;    ;          ;                               ;                                        ;000005;                                                       ;  0 ;
00000000;   ;        ;        ;1121103           ;2360;                ;00000000024;     ;0000215963     ;                                        ;2105386722;          ;    ;          ;                               ;                                        ;000001;                                                       ;  0 ;
00000000;   ;        ;        ;1121202           ;2360;                ;00000000024;     ;0000215963     ;                                        ;2105386722;          ;    ;          ;                               ;                                        ;000002;                                                       ;  0 ;
00000000;   ;        ;        ;1182101           ;2360;                ;00000000012;     ;0000215963     ;                                        ;2105386722;          ;    ;          ;                               ;                                        ;000003;                                                       ;  0 ;
00000000;   ;        ;        ;1182201           ;2360;                ;00000000024;     ;0000215963     ;                                        ;2105386722;          ;    ;          ;                               ;                                        ;000004;                                                       ;  0 ;
00000000;   ;        ;        ;1212123           ;2360;                ;00000000010;     ;0000215963     ;                                        ;2105386722;          ;    ;          ;                               ;                                        ;000005;                                                       ;  0 ;
00000000;   ;        ;        ;1621001           ;2360;                ;00000000001;     ;0000215963     ;                                        ;2105386722;          ;    ;          ;                               ;                                        ;000006;                                                       ;  0 ;
