Erdat   ;Vbeln     ;Wadaf   ;Wadat   ;TimF;TimT;Werk;Matnr             ;Empt       ;Lgmng      ;Kunnr          ;Name1                                   ;Stcd2         ;Name3                         ;Telf1               ;Empt1                                                                                                        ;Sxol1                                                                           ;Empt2                                                                           ;Ort02               ;Ort01                    ;Stras                        ;Pstlz;Text1                         ;Posnr ;Text2                                         ;Kunrg          ;Kunpy          ;
20181220;2105536255;20181220;20181220;0000;2359;2490;2361121           ;           ;00000000001;0000142789     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000019;                                              ;               ;               ;
20181220;2105536255;20181220;20181220;0000;2359;2490;2146122           ;           ;00000000001;0000142789     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000020;                                              ;               ;               ;
20181220;2105536255;20181220;20181220;0000;2359;2490;2085106           ;           ;00000000002;0000142789     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000021;                                              ;               ;               ;
20181220;2105536255;20181220;20181220;0000;2359;2490;2091130           ;           ;00000000001;0000142789     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000022;                                              ;               ;               ;
20181220;2105536256;20181220;20181220;0000;2359;2490;2092209           ;           ;00000000001;0000143226     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536256;20181220;20181220;0000;2359;2490;2093101           ;           ;00000000002;0000143226     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536257;20181220;20181220;0000;2359;2490;2142127           ;           ;00000000012;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536257;20181220;20181220;0000;2359;2490;2142134           ;           ;00000000012;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536257;20181220;20181220;0000;2359;2490;2081108           ;           ;00000000001;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161170           ;           ;00000000001;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161183           ;           ;00000000001;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161114           ;           ;00000000001;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161143           ;           ;00000000001;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000004;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161209           ;           ;00000000003;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161124           ;           ;00000000001;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000006;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161134           ;           ;00000000002;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000007;                                              ;               ;               ;
20181220;2105536258;20181220;20181220;0000;2359;2490;2161292           ;           ;00000000001;0000142669     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000008;                                              ;               ;               ;
20181220;2105536259;20181220;20181220;0000;2359;2490;2081122           ;           ;00000000006;0000143246     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536259;20181220;20181220;0000;2359;2490;2081126           ;           ;00000000004;0000143246     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536259;20181220;20181220;0000;2359;2490;2366108           ;           ;00000000008;0000143246     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536260;20181220;20181220;0000;2359;2490;2161119           ;           ;00000000002;0000142780     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536261;20181220;20181220;0000;2359;2490;2222101           ;           ;00000000001;0000142780     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536261;20181220;20181220;0000;2359;2490;2222106           ;           ;00000000001;0000142780     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536261;20181220;20181220;0000;2359;2490;2222105           ;           ;00000000002;0000142780     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536262;20181220;20181220;0000;2359;2490;2062215           ;           ;00000000002;0000142674     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2085104           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2142153           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2214129           ;           ;00000000003;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2363267           ;           ;00000000006;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000004;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2363268           ;           ;00000000006;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2363272           ;           ;00000000006;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000006;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2363275           ;           ;00000000006;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000007;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2363277           ;           ;00000000006;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000008;                                              ;               ;               ;
20181220;2105536263;20181220;20181220;0000;2359;2490;2363278           ;           ;00000000011;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000009;                                              ;               ;               ;
20181220;2105536264;20181220;20181220;0000;2359;2490;3221001           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536265;20181220;20181220;0000;2359;2490;2085106           ;           ;00000000006;0000142655     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536265;20181220;20181220;0000;2359;2490;2142107           ;           ;00000000036;0000142655     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536265;20181220;20181220;0000;2359;2490;2142109           ;           ;00000000006;0000142655     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536265;20181220;20181220;0000;2359;2490;2142129           ;           ;00000000006;0000142655     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000004;                                              ;               ;               ;
20181220;2105536265;20181220;20181220;0000;2359;2490;2142135           ;           ;00000000006;0000142655     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2142138           ;           ;00000000001;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2142130           ;           ;00000000002;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2142131           ;           ;00000000001;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
