Erdat   ;Vbeln     ;Wadaf   ;Wadat   ;TimF;TimT;Werk;Matnr             ;Empt       ;Lgmng      ;Kunnr          ;Name1                                   ;Stcd2         ;Name3                         ;Telf1               ;Empt1                                                                                                        ;Sxol1                                                                           ;Empt2                                                                           ;Ort02               ;Ort01                    ;Stras                        ;Pstlz;Text1                         ;Posnr ;Text2                                         ;Kunrg          ;Kunpy          ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2146118           ;           ;00000000001;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2146111           ;           ;00000000001;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000006;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2146110           ;           ;00000000002;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000007;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2146122           ;           ;00000000002;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000008;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2142121           ;           ;00000000001;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000009;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2142115           ;           ;00000000010;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000010;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2144113           ;           ;00000000005;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000011;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2142117           ;           ;00000000002;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000012;                                              ;               ;               ;
20181220;2105536266;20181220;20181220;0000;2359;2490;2142107           ;           ;00000000012;0000142668     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000013;                                              ;               ;               ;
20181220;2105536267;20181220;20181220;0000;2359;2490;2142109           ;           ;00000000001;0000143236     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536267;20181220;20181220;0000;2359;2490;2365102           ;           ;00000000003;0000143236     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536267;20181220;20181220;0000;2359;2490;2365107           ;           ;00000000002;0000143236     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536267;20181220;20181220;0000;2359;2490;2365112           ;           ;00000000002;0000143236     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000004;                                              ;               ;               ;
20181220;2105536267;20181220;20181220;0000;2359;2490;2142107           ;           ;00000000012;0000143236     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2084103           ;           ;00000000048;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2206104           ;           ;00000000003;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2206106           ;           ;00000000006;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2365101           ;           ;00000000004;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000004;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2365102           ;           ;00000000004;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2371102           ;           ;00000000012;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000006;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2371105           ;           ;00000000012;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000007;                                              ;               ;               ;
20181220;2105536268;20181220;20181220;0000;2359;2490;2372101           ;           ;00000000006;0000142680     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000008;                                              ;               ;               ;
20181220;2105536269;20181220;20181220;0000;2359;2490;2361106           ;           ;00000000002;0000143201     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536269;20181220;20181220;0000;2359;2490;2363154           ;           ;00000000001;0000143201     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536269;20181220;20181220;0000;2359;2490;2365170           ;           ;00000000001;0000143201     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536270;20181220;20181220;0000;2359;2490;2161274           ;           ;00000000001;0000143250     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536271;20181220;20181220;0000;2359;2490;2081181           ;           ;00000000006;0000143250     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536271;20181220;20181220;0000;2359;2490;2081180           ;           ;00000000006;0000143250     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536271;20181220;20181220;0000;2359;2490;2363102           ;           ;00000000002;0000143250     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536271;20181220;20181220;0000;2359;2490;2363105           ;           ;00000000003;0000143250     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000004;                                              ;               ;               ;
20181220;2105536271;20181220;20181220;0000;2359;2490;2366110           ;           ;00000000003;0000143250     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536272;20181220;20181220;0000;2359;2490;1511110           ;           ;00000000001;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536272;20181220;20181220;0000;2359;2490;1511111           ;           ;00000000002;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536273;20181220;20181220;0000;2359;2495;2027232           ;           ;00000000001;0000142789     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536273;20181220;20181220;0000;2359;2495;2024211           ;           ;00000000002;0000142789     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536273;20181220;20181220;0000;2359;2495;2024212           ;           ;00000000002;0000142789     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536274;20181220;20181220;0000;2359;2495;2027231           ;           ;00000000003;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536274;20181220;20181220;0000;2359;2495;2027294           ;           ;00000000002;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536275;20181220;20181220;0000;2359;2495;2027302           ;           ;00000000001;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536275;20181220;20181220;0000;2359;2495;2027226           ;           ;00000000004;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536275;20181220;20181220;0000;2359;2495;2027229           ;           ;00000000001;0000142664     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536276;20181220;20181220;0000;2359;2495;2024211           ;           ;00000000008;0000143246     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536276;20181220;20181220;0000;2359;2495;2024212           ;           ;00000000008;0000143246     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536277;20181220;20181220;0000;2359;2495;2027277           ;           ;00000000004;0000142780     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536278;20181220;20181220;0000;2359;2495;2022257           ;           ;00000000004;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536278;20181220;20181220;0000;2359;2495;2022258           ;           ;00000000004;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536278;20181220;20181220;0000;2359;2495;2027211           ;           ;00000000002;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536279;20181220;20181220;0000;2359;2495;2026212           ;           ;00000000002;0000142677     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536280;20181220;20181220;0000;2359;2495;2027222           ;           ;00000000001;0000143201     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2142133           ;           ;00000000004;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000001;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2142131           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000002;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2142134           ;           ;00000000024;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000003;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2142135           ;           ;00000000015;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000004;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2284105           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000005;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2282101           ;           ;00000000002;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000006;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2281141           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000007;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2283109           ;           ;00000000002;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000008;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2215109           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000009;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2215110           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000010;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2215102           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000011;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2215101           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000012;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2093102           ;           ;00000000001;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000013;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2093101           ;           ;00000000002;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000014;                                              ;               ;               ;
20181220;2105536953;20181220;20181220;0000;2359;2490;2093103           ;           ;00000000002;0000142777     ;****************************************;**************;******************************;********************;                                                                                                             ;                                                                                ;                                                                                ;********************;*************************;*****************************;*****;–—œ” –ŸÀ«”«                   ;000015;                                              ;               ;               ;
